max30minTemp,min30minTemp,mean30minTemp,trend30minTemp,std30minTemp,max30minHumidity,min30minHumidity,mean30minHumidity,trend30minHumidity,std30minHumidity,max30minLight,min30minLight,mean30minLight,trend30minLight,std30minLight,max30minCO2,min30minCO2,mean30minCO2,trend30minCO2,std30minCO2,rating
23.718,23.7,23.709,0.0,0.012727922061358338,26.29,26.272,26.281,0.0,0.012727922061358338,585.2,578.4,581.8,0.0,4.808326112068531,760.4,749.2,754.8,0.0,7.919595949289324,5
23.73,23.7,23.715999999999998,0.010499999999998684,0.01509966887054166,26.29,26.23,26.264,-0.02550000000000048,0.03078960863668051,585.2,572.6666667,578.7555555666667,-4.56666665000007,6.274227101640743,769.6666667,749.2,759.7555555666667,7.433333350000053,10.248541014357242,4
23.73,23.7,23.717624999999998,0.005833333333335795,0.012749999999999932,26.29,26.125,26.22925,-0.04611111111110832,0.07390703620089202,585.2,493.75,557.504166675,-23.842592588888852,42.810396748703326,774.75,749.2,763.504166675,6.824074077777801,11.235215600129303,4
23.754,23.7,23.724899999999998,0.0093281250000019,0.01966087485337295,26.29,26.125,26.223399999999998,-0.029343749999997896,0.06532840117437436,585.2,488.6,543.72333334,-24.416145832812482,48.20896586083625,779.0,749.2,766.60333334,6.261979167187531,11.945573333803534,4
23.76,23.7,23.73075,0.010915841584160556,0.02268424563436046,26.29,26.125,26.2295,-0.018326732673264862,0.06031169040907406,585.2,488.6,547.8805555666667,-15.849339930693008,44.30551310331896,790.0,749.2,770.5027777833334,7.309735973267338,14.331482115206445,4
23.76,23.7,23.730642857142858,0.00616019417475675,0.020709728562751818,26.29,26.125,26.238142857142858,-0.003728155339805523,0.05961663238679972,585.2,488.6,546.2309523857142,-10.355177996601903,40.680016519652874,798.0,749.2,774.4309523857144,7.251294497572825,16.708482066391834,4
23.76,23.7,23.7335625,0.006390675241159231,0.020876229647273897,26.29,26.125,26.244625,0.0010128617363350876,0.0581597246505563,585.2,488.6,541.5770833375,-10.592336551446914,39.89639851780267,798.0,749.2,777.2520833375,7.15836012765274,17.405795049828892,4
23.76,23.7,23.735833333333332,0.0061053191489351104,0.020682117879946442,26.35,26.125,26.25633333333333,0.007704255319147216,0.06475723897758456,585.2,476.0,534.2907407444444,-12.210390073191505,43.25013737903374,803.2,749.2,780.135185188889,7.040248225957413,18.43643065296008,4
23.76,23.7,23.73585,0.004051330798478031,0.01949935896382238,26.39,26.125,26.2697,0.013400506970849884,0.07425788398098436,585.2,476.0,531.86166667,-9.59034643181245,41.493816331492575,809.0,749.2,783.0216666700001,6.452408110646396,19.632952974366045,4
23.76,23.7,23.736681818181818,0.0033355263157893882,0.018703305492977242,26.445,26.125,26.285636363636364,0.0180699013157894,0.08807073603334167,585.2,476.0,527.2833333363636,-9.288486843503305,42.191653340787916,815.25,749.2,785.9515151545455,6.16901041587171,21.007895939637272,4
23.76,23.7,23.733625,0.0010479683972926769,0.020739866090565037,26.56,26.125,26.3085,0.02436568848758556,0.11543081359529914,585.2,476.0,523.4930555583334,-8.750244545936768,42.3166582931199,824.0,749.2,789.122222225,6.121256583182913,22.844063317157886,4
23.76,23.7,23.731038461538464,-0.0003006048387102191,0.021937849274012097,26.6,26.125,26.330923076923078,0.028498790322581326,0.13693152883738544,585.2,475.25,519.7820512846154,-8.368340054758047,42.66737383949792,832.0,749.2,792.4205128230769,6.15594758,24.89552164018339,4
23.76,23.7,23.72882142857143,-0.0010501882057712547,0.022650867824144636,26.7,26.125,26.357285714285716,0.033368255959849234,0.16443162178169513,585.2,469.0,516.1547619071429,-8.316823505708879,43.18179194432267,845.3333333,749.2,796.1999999999999,6.518182767252239,27.786586715920496,4
23.76,23.7,23.7269,-0.001559646539028699,0.02306063436124274,26.774,26.125,26.385066666666667,0.03779602356406399,0.19152861280709446,585.2,464.0,512.67777778,-8.201951399926362,43.73577395816898,852.4,749.2,799.9466666666667,6.789261167157562,30.455007271278923,4
23.76,23.7,23.72521875,-0.001881384159881342,0.02327156258183113,26.89,26.125,26.416625,0.042166543301257964,0.22399222456743292,585.2,464.0,509.63541666875,-7.730532939267201,43.97035486444615,861.0,749.2,803.7625,6.883074264988926,33.145783761214425,4
23.76,23.7,23.723735294117645,-0.0020541988003430025,0.02334799084441049,26.9725,26.125,26.449323529411767,0.04585032847757762,0.25536841897886586,585.2,455.0,506.4215686294118,-7.447160335761215,44.588619926647546,880.0,749.2,808.2470588235294,7.190319431733802,37.03875467847745,4
23.76,23.6,23.71686111111111,-0.003921300977418293,0.03692751467225194,26.9725,26.125,26.473805555555558,0.046061846983485845,0.26863659790137906,585.2,454.0,503.50925926111114,-7.139355129187719,44.987366503442594,891.0,749.2,812.8444444444444,7.467239635321878,40.88542934881083,4
23.76,23.6,23.712815789473684,-0.004530082614943093,0.03998513978353572,26.976,26.125,26.500236842105263,0.04684469288793126,0.2853595377580271,585.2,454.0,501.1140350894737,-6.746852550781252,44.94920668205866,897.6,749.2,817.3052631578947,7.647286577496418,44.23606917617116,4
23.76,23.6,23.709675,-0.004759458672876501,0.04137577316816332,27.05,26.125,26.527724999999997,0.04779336437718212,0.30373713856245277,585.2,454.0,499.25833333500003,-6.2835904156577405,44.530498292168275,900.5,749.2,821.4649999999999,7.708706829161807,46.90316604574387,4
23.76,23.6,23.706357142857144,-0.005035530821917229,0.043099055342649156,27.1,26.125,26.55497619047619,0.04903874143835666,0.32130765926875055,585.2,454.0,498.00793650952386,-5.860224030094173,43.77956544879975,908.8,749.2,825.6238095238094,7.850021403681522,49.52899419149145,4
23.76,23.6,23.701522727272728,-0.005644014866051309,0.047783359644071106,27.16,26.125,26.58247727272727,0.050139704743715256,0.33905943000884653,585.2,454.0,496.4621212136364,-5.5628589621690185,43.33533517807195,918.0,749.2,829.8227272727272,7.976138611779276,52.19373518944378,4
23.76,23.6,23.697108695652172,-0.006030364025695327,0.051260022638980794,27.236,26.125,26.610891304347827,0.05079565310492592,0.3581968718621923,585.2,454.0,496.5463768130435,-4.803515346531045,42.34091556100132,925.2,749.2,833.9695652173913,7.984536045353334,54.73457271764511,4
23.76,23.6,23.6930625,-0.006261122273248855,0.05390981045267843,27.29,26.125,26.639187500000002,0.05132441159586698,0.37675285442212597,585.2,454.0,497.9486111125,-3.856238040886903,41.97615521927972,929.4,749.2,837.9458333333333,7.952324913605061,56.965560457903784,4
